,Loc_name,Status,Score,Match_type,Match_addr,LongLabel,ShortLabel,Addr_type,Type,PlaceName,Place_addr,Phone,URL,Rank,BuildingName,AddressNumber,AddNumFrom,AddNumTo,AddressRange,Side,StPreDir,StPreType,StName,StType,StDir,BldgType,BldgName,LevelType,LevelName,UnitType,UnitName,SubAddress,StAddr,Block,Sector,Neighborhood,District,City,MetroArea,Subregion,Region,RegionAbbr,Territory,Zone,Postal,PostalExt,Country,LangCode,Distance,X,Y,DisplayX,DisplayY,Xmin,Xmax,Ymin,Ymax,Address,Address2,Address3,Neighborhood,City,Subregion,Region,Postal,Postal Extension,Country,Brand_Name,Site_Name,Street_Address,City_1,State,Zip,Phone_Num,Min_Elaps_hours,auth_cnt,OBJECTID
303,World,M,100.00,A,"2320 SW Archer Rd, Gainesville, Florida, 32608","2320 SW Archer Rd, Gainesville, FL, 32608, USA",2320 SW Archer Rd,PointAddress,,,"2320 SW Archer Rd, Gainesville, Florida, 32608",,,20.00,,2320,,,,L,SW,,Archer,Rd,,,,,,,,,2320 SW Archer Rd,,,,,Gainesville,,Alachua,Florida,FL,,,32608,,USA,ENG,0.00,-82.36,29.63,-82.36,29.63,-82.36,-82.36,29.63,29.64,2320 SW ARCHER RD   ,,,,GAINESVILLE       ,,FL,326080000,,,BP          ,BP 8237000          ,2320 SW ARCHER RD   ,GAINESVILLE       ,FL,326080000,(352) 376-1738,0.00,2.00,304
304,World,M,99.55,A,"7401 W Newberry Rd, Gainesville, Florida, 32605","7401 W Newberry Rd, Gainesville, FL, 32605, USA",7401 W Newberry Rd,PointAddress,,,"7401 W Newberry Rd, Gainesville, Florida, 32605",,,20.00,,7401,,,,L,W,,Newberry,Rd,,,,,,,,,7401 W Newberry Rd,,,,,Gainesville,,Alachua,Florida,FL,,,32605,,USA,ENG,0.00,-82.42,29.66,-82.42,29.66,-82.42,-82.42,29.66,29.66,7401 NEWBERRY RD    ,,,,GAINESVILLE       ,,FL,326050000,,,BP          ,BP 8879462          ,7401 NEWBERRY RD    ,GAINESVILLE       ,FL,326050000,(352) 331-2486,0.00,14.00,305
305,World,M,100.00,A,"1510 S Main St, Gainesville, Florida, 32601","1510 S Main St, Gainesville, FL, 32601, USA",1510 S Main St,PointAddress,,,"1510 S Main St, Gainesville, Florida, 32601",,,20.00,,1510,,,,L,S,,Main,St,,,,,,,,,1510 S Main St,,,,,Gainesville,,Alachua,Florida,FL,,,32601,,USA,ENG,0.00,-82.33,29.64,-82.33,29.64,-82.33,-82.33,29.64,29.64,1510 S MAIN ST      ,,,,GAINESVILLE       ,,FL,326018607,,,CHVRNWF     ,CHEVRON 0047322     ,1510 S MAIN ST      ,GAINESVILLE       ,FL,326018607,(000) 000-0000,0.00,1.00,306
306,World,M,100.00,A,"5221 NW 43rd St, Gainesville, Florida, 32606","5221 NW 43rd St, Gainesville, FL, 32606, USA",5221 NW 43rd St,PointAddress,,,"5221 NW 43rd St, Gainesville, Florida, 32606",,,20.00,,5221,,,,R,NW,,43rd,St,,,,,,,,,5221 NW 43rd St,,,,,Gainesville,,Alachua,Florida,FL,,,32606,,USA,ENG,0.00,-82.39,29.70,-82.39,29.70,-82.39,-82.39,29.70,29.70,5221 NW 43RD ST     ,,,,GAINESVILLE       ,,FL,326064454,,,CHVRNWF     ,CHEVRON 0205051     ,5221 NW 43RD ST     ,GAINESVILLE       ,FL,326064454,(000) 000-0000,0.00,12.00,307
307,World,M,100.00,A,"9303 NW 39th Ave, Gainesville, Florida, 32606","9303 NW 39th Ave, Gainesville, FL, 32606, USA",9303 NW 39th Ave,PointAddress,,,"9303 NW 39th Ave, Gainesville, Florida, 32606",,,20.00,,9303,,,,R,NW,,39th,Ave,,,,,,,,,9303 NW 39th Ave,,,,,Gainesville,,Alachua,Florida,FL,,,32606,,USA,ENG,0.00,-82.44,29.69,-82.44,29.69,-82.44,-82.44,29.69,29.69,9303 NW 39TH AVE    ,,,,GAINESVILLE       ,,FL,32606    ,,,CIRCLE K    ,CIRCLE K #1311      ,9303 NW 39TH AVE    ,GAINESVILLE       ,FL,32606    ,(352) 371-3703,0.00,5.00,308
308,World,M,100.00,A,"1515 N Main St, Gainesville, Florida, 32601","1515 N Main St, Gainesville, FL, 32601, USA",1515 N Main St,PointAddress,,,"1515 N Main St, Gainesville, Florida, 32601",,,20.00,,1515,,,,R,N,,Main,St,,,,,,,,,1515 N Main St,,,Grove Street,,Gainesville,,Alachua,Florida,FL,,,32601,,USA,ENG,0.00,-82.32,29.67,-82.32,29.67,-82.33,-82.32,29.67,29.67,1515 N MAIN ST      ,,,,GAINESVILLE       ,,FL,32601    ,,,CIRCLE K    ,CIRCLE K 1416       ,1515 N MAIN ST      ,GAINESVILLE       ,FL,32601    ,(352) 375-8340,0.00,1.00,309
309,World,M,100.00,A,"3525 SW 34th St, Gainesville, Florida, 32608","3525 SW 34th St, Gainesville, FL, 32608, USA",3525 SW 34th St,PointAddress,,,"3525 SW 34th St, Gainesville, Florida, 32608",,,20.00,,3525,,,,R,SW,,34th,St,,,,,,,,,3525 SW 34th St,,,,,Gainesville,,Alachua,Florida,FL,,,32608,,USA,ENG,0.00,-82.37,29.62,-82.37,29.62,-82.37,-82.37,29.62,29.62,3525 SW 34TH ST     ,,,,GAINESVILLE       ,,FL,32608    ,,,CIRCLE K    ,CIRCLE K 6146       ,3525 SW 34TH ST     ,GAINESVILLE       ,FL,32608    ,(352) 377-1902,1.00,12.00,310
310,World,M,100.00,A,"3901 SW Archer Rd, Gainesville, Florida, 32608","3901 SW Archer Rd, Gainesville, FL, 32608, USA",3901 SW Archer Rd,PointAddress,,,"3901 SW Archer Rd, Gainesville, Florida, 32608",,,20.00,,3901,,,,R,SW,,Archer,Rd,,,,,,,,,3901 SW Archer Rd,,,,,Gainesville,,Alachua,Florida,FL,,,32608,,USA,ENG,0.00,-82.38,29.62,-82.38,29.62,-82.38,-82.38,29.62,29.62,3901 SW ARCHER RD   ,,,,GAINESVILLE       ,,FL,326082341,,,SHELL       ,CIRCLE K STORE 27213,3901 SW ARCHER RD   ,GAINESVILLE       ,FL,326082341,(352) 376-0478,0.00,9.00,311
311,World,M,100.00,A,"1542 NE 23rd Ave, Gainesville, Florida, 32609","1542 NE 23rd Ave, Gainesville, FL, 32609, USA",1542 NE 23rd Ave,PointAddress,,,"1542 NE 23rd Ave, Gainesville, Florida, 32609",,,20.00,,1542,,,,L,NE,,23rd,Ave,,,,,,,,,1542 NE 23rd Ave,,,,,Gainesville,,Alachua,Florida,FL,,,32609,,USA,ENG,0.00,-82.30,29.67,-82.30,29.67,-82.31,-82.30,29.67,29.68,1542 NE 23 Ave      ,,,,GAINESVILLE       ,,FL,32609    ,,,CITGO       ,CITGO SUNRISE FOOD M,1542 NE 23 Ave      ,GAINESVILLE       ,FL,32609    ,(352) 336-0260,0.00,12.00,312
312,World,M,100.00,A,"3845 NE 15th St, Gainesville, Florida, 32609","3845 NE 15th St, Gainesville, FL, 32609, USA",3845 NE 15th St,PointAddress,,,"3845 NE 15th St, Gainesville, Florida, 32609",,,20.00,,3845,,,,R,NE,,15th,St,,,,,,,,,3845 NE 15th St,,,Highland Court Manor,,Gainesville,,Alachua,Florida,FL,,,32609,,USA,ENG,0.00,-82.31,29.69,-82.31,29.69,-82.31,-82.30,29.69,29.69,3845 NE 15th Street ,,,,GAINESVILLE       ,,FL,32609    ,,,CITGO       ,CITGO SUNRISE FOOD M,3845 NE 15th Street ,GAINESVILLE       ,FL,32609    ,(352) 374-4196,1.00,6.00,313
313,World,M,100.00,A,"4221 NW 16th Blvd, Gainesville, Florida, 32605","4221 NW 16th Blvd, Gainesville, FL, 32605, USA",4221 NW 16th Blvd,PointAddress,,,"4221 NW 16th Blvd, Gainesville, Florida, 32605",,,20.00,,4221,,,,L,NW,,16th,Blvd,,,,,,,,,4221 NW 16th Blvd,,,,,Gainesville,,Alachua,Florida,FL,,,32605,,USA,ENG,0.00,-82.39,29.67,-82.39,29.67,-82.39,-82.39,29.67,29.67,4221 NW 16TH BLVD   ,,,,GAINESVILLE       ,,FL,326053507,,,SHELL       ,DBA CIRCLE K STORE 2,4221 NW 16TH BLVD   ,GAINESVILLE       ,FL,326053507,(000) 000-0000,0.00,2.00,314
314,World,M,100.00,A,"9600 NW 13th St, Gainesville, Florida, 32653","9600 NW 13th St, Gainesville, FL, 32653, USA",9600 NW 13th St,PointAddress,,,"9600 NW 13th St, Gainesville, Florida, 32653",,,20.00,,9600,,,,L,NW,,13th,St,,,,,,,,,9600 NW 13th St,,,,,Gainesville,,Alachua,Florida,FL,,,32653,,USA,ENG,0.00,-82.39,29.74,-82.39,29.74,-82.39,-82.39,29.74,29.74,9600 NW 13TH ST     ,,,,GAINESVILLE       ,,FL,326537876,,,MARATHON    ,DEER HAVEN LLC      ,9600 NW 13TH ST     ,GAINESVILLE       ,FL,326537876,(352) 872-5771,0.00,7.00,315
315,World,M,100.00,A,"9700 NW 39th Ave, Gainesville, Florida, 32606","9700 NW 39th Ave, Gainesville, FL, 32606, USA",9700 NW 39th Ave,PointAddress,,,"9700 NW 39th Ave, Gainesville, Florida, 32606",,,20.00,,9700,,,,L,NW,,39th,Ave,,,,,,,,,9700 NW 39th Ave,,,,,Gainesville,,Alachua,Florida,FL,,,32606,,USA,ENG,0.00,-82.45,29.69,-82.45,29.69,-82.45,-82.45,29.69,29.69,9700 NW 39TH AVE    ,,,,GAINESVILLE       ,,FL,326067324,,,SHELL       ,STOP N GO #8        ,9700 NW 39TH AVE    ,GAINESVILLE       ,FL,326067324,(352) 332-1323,0.00,4.00,316
316,World,M,98.27,A,"2222 NE Waldo Rd, Gainesville, Florida, 32609","2222 NE Waldo Rd, Gainesville, FL, 32609, USA",2222 NE Waldo Rd,PointAddress,,,"2222 NE Waldo Rd, Gainesville, Florida, 32609",,,20.00,,2222,,,,L,NE,,Waldo,Rd,,,,,,,,,2222 NE Waldo Rd,,,,,Gainesville,,Alachua,Florida,FL,,,32609,,USA,ENG,0.00,-82.30,29.67,-82.30,29.67,-82.30,-82.30,29.67,29.67,2222 NE WALDO RO    ,,,,GAINESVILLE       ,,FL,326090000,,,SUNOCO      ,SUNOCO SRVC STATION ,2222 NE WALDO RO    ,GAINESVILLE       ,FL,326090000,(321) 690-0807,0.00,4.00,317
317,World,M,100.00,A,"2109 SW 13th St, Gainesville, Florida, 32608","2109 SW 13th St, Gainesville, FL, 32608, USA",2109 SW 13th St,PointAddress,,,"2109 SW 13th St, Gainesville, Florida, 32608",,,20.00,,2109,,,,R,SW,,13th,St,,,,,,,,,2109 SW 13th St,,,,,Gainesville,,Alachua,Florida,FL,,,32608,,USA,ENG,0.00,-82.34,29.63,-82.34,29.63,-82.34,-82.34,29.63,29.63,2109 SW 13TH STREET ,,,,GAINESVILLE       ,,FL,326080000,,,CHVRNWF     ,TEXACO 0304501      ,2109 SW 13TH STREET ,GAINESVILLE       ,FL,326080000,(000) 000-0000,1.00,6.00,318
318,World,M,100.00,A,"3423 SW Williston Rd, Gainesville, Florida, 32608","3423 SW Williston Rd, Gainesville, FL, 32608, USA",3423 SW Williston Rd,PointAddress,,,"3423 SW Williston Rd, Gainesville, Florida, 32608",,,20.00,,3423,,,,R,SW,,Williston,Rd,,,,,,,,,3423 SW Williston Rd,,,,,Gainesville,,Alachua,Florida,FL,,,32608,,USA,ENG,0.00,-82.37,29.60,-82.37,29.60,-82.37,-82.37,29.60,29.60,3423 SW WILLISTON RD,,,,GAINESVILLE       ,,FL,326085050,,,MARATHON    ,WILLISTON ROAD LLC  ,3423 SW WILLISTON RD,GAINESVILLE       ,FL,326085050,(352) 505-3847,0.00,20.00,319
319,World,M,100.00,A,"140 W State Road 46, Geneva, Florida, 32732","140 W State Road 46, Geneva, FL, 32732, USA",140 W State Road 46,PointAddress,,,"140 W State Road 46, Geneva, Florida, 32732",,,20.00,,140,,,,R,W,,State Road 46,,,,,,,,,,140 W State Road 46,,,,,Geneva,,Seminole,Florida,FL,,,32732,,USA,ENG,0.00,-81.12,28.73,-81.12,28.73,-81.12,-81.11,28.73,28.74,140 W. STATE ROAD 46,,,,GENEVA            ,,FL,32732    ,,,EXXONMOB    ,MJM #4              ,140 W. STATE ROAD 46,GENEVA            ,FL,32732    ,(407) 349-9966,1.00,8.00,320
320,World,M,100.00,A,"6912 Big Bend Rd, Gibsonton, Florida, 33534","6912 Big Bend Rd, Gibsonton, FL, 33534, USA",6912 Big Bend Rd,PointAddress,,,"6912 Big Bend Rd, Gibsonton, Florida, 33534",,,20.00,,6912,,,,R,,,Big Bend,Rd,,,,,,,,,6912 Big Bend Rd,,,,,Gibsonton,Tampa Metro Area,Hillsborough,Florida,FL,,,33534,,USA,ENG,0.00,-82.37,27.79,-82.37,27.79,-82.38,-82.37,27.79,27.79,6912 BIG BEND RD    ,,,,GIBSONTON         ,,FL,335345832,,,SHELL       ,7-ELEVEN            ,6912 BIG BEND RD    ,GIBSONTON         ,FL,335345832,(813) 374-9085,2.00,1.00,321
321,World,M,98.82,A,"9218 Gibsonton Dr, Gibsonton, Florida, 33534","9218 Gibsonton Dr, Gibsonton, FL, 33534, USA",9218 Gibsonton Dr,StreetAddress,,,"9218 Gibsonton Dr, Gibsonton, Florida, 33534",,,20.00,,9218,9210,9298,9210-9298,L,,,Gibsonton,Dr,,,,,,,,,9218 Gibsonton Dr,,,,,Gibsonton,Tampa Metro Area,Hillsborough,Florida,FL,,,33534,,USA,ENG,0.00,-82.35,27.85,-82.35,27.85,-82.36,-82.35,27.85,27.85,9218 GIBSONTON      ,,,,GIBSONTON         ,,FL,33534    ,,,CIRCLE K    ,CIRCLE K 7642       ,9218 GIBSONTON      ,GIBSONTON         ,FL,33534    ,(813) 672-2765,0.00,21.00,322
322,World,M,100.00,A,"6005 Big Bend Rd, Gibsonton, Florida, 33534","6005 Big Bend Rd, Gibsonton, FL, 33534, USA",6005 Big Bend Rd,PointAddress,,,"6005 Big Bend Rd, Gibsonton, Florida, 33534",,,20.00,,6005,,,,L,,,Big Bend,Rd,,,,,,,,,6005 Big Bend Rd,,,,,Gibsonton,Tampa Metro Area,Hillsborough,Florida,FL,,,33534,,USA,ENG,0.00,-82.38,27.79,-82.38,27.79,-82.38,-82.38,27.79,27.79,6005 BIG BEND ROAD  ,,,,GIBSONTON         ,,FL,33534    ,,,EXXONMOB    ,"SHIVSAI, LLC        ",6005 BIG BEND ROAD  ,GIBSONTON         ,FL,33534    ,(813) 677-0300,0.00,21.00,323
323,World,M,95.14,A,"10820 S US Highway 41, Gibsonton, Florida, 33534","10820 S US Highway 41, Gibsonton, FL, 33534, USA",10820 S US Highway 41,StreetAddress,,,"10820 S US Highway 41, Gibsonton, Florida, 33534",,,20.00,,10820,10898,10820,10820-10898,R,S,,US Highway 41,,,,,,,,,,10820 S US Highway 41,,,,,Gibsonton,Tampa Metro Area,Hillsborough,Florida,FL,,,33534,,USA,ENG,0.00,-82.38,27.84,-82.38,27.84,-82.38,-82.38,27.84,27.85,10820 US HIGHWAY    ,,,,GIBSONTON         ,,FL,335340000,,,SUNOCO      ,SUNOCO SRVC STATION ,10820 US HIGHWAY    ,GIBSONTON         ,FL,335340000,(813) 677-3030,3.00,2.00,324
324,World,M,99.00,A,"9206 CR-125, Glen Saint Mary, Florida, 32040","9206 CR-125, Glen Saint Mary, FL, 32040, USA",9206 CR-125,StreetAddressExt,,,"9206 CR-125, Glen Saint Mary, Florida, 32040",,,20.00,,9206,9208,9248,9208-9248,L,,,CR-125,,,,,,,,,,9206 CR-125,,,,,Glen Saint Mary,,Baker,Florida,FL,,,32040,,USA,ENG,0.00,-82.16,30.26,-82.16,30.26,-82.16,-82.16,30.26,30.27,9206 CR 125         ,,,,GLEN SAINT MARY   ,,FL,32040    ,,,EXXONMOB    ,D&D # 400           ,9206 CR 125         ,GLEN SAINT MARY   ,FL,32040    ,(904) 259-5354,0.00,61.00,325
325,World,M,99.55,A,"7218 W Mount Vernon St, Glen Saint Mary, Florida, 32040","7218 W Mount Vernon St, Glen Saint Mary, FL, 32040, USA",7218 W Mount Vernon St,PointAddress,,,"7218 W Mount Vernon St, Glen Saint Mary, Florida, 32040",,,20.00,,7218,,,,R,W,,Mount Vernon,St,,,,,,,,,7218 W Mount Vernon St,,,,,Glen Saint Mary,,Baker,Florida,FL,,,32040,,USA,ENG,0.00,-82.16,30.28,-82.16,30.28,-82.16,-82.16,30.28,30.28,7218 MOUNT VERNON ST,,,,GLEN SAINT MARY   ,,FL,320400000,,,EXXONMOB    ,KWIK STOP           ,7218 MOUNT VERNON ST,GLEN SAINT MARY   ,FL,320400000,(904) 259-2022,0.00,4.00,326
326,World,M,98.00,A,"32442-0483, Grand Ridge, Florida","32442-0483, Grand Ridge, FL, USA",32442-0483,PostalExt,,32442,"Grand Ridge, Florida, 32442",,,4.50,,,,,,,,,,,,,,,,,,,,,,,,Grand Ridge,,Jackson,Florida,FL,,,32442,0483,USA,ENG,0.00,-85.01,30.69,-85.01,30.69,-85.18,-84.84,30.52,30.86,PO BOX 483          ,,,,GRAND RIDGE       ,,FL,324420483,,,UNBRANDED   ,BLONDIES FOOD N FUEL,PO BOX 483          ,GRAND RIDGE       ,FL,324420483,(850) 592-9982,0.00,1.00,327
327,World,M,100.00,A,"1342 Highway 69, Grand Ridge, Florida, 32442","1342 Highway 69, Grand Ridge, FL, 32442, USA",1342 Highway 69,PointAddress,,,"1342 Highway 69, Grand Ridge, Florida, 32442",,,20.00,,1342,,,,R,,,Highway 69,,,,,,,,,,1342 Highway 69,,,,,Grand Ridge,,Jackson,Florida,FL,,,32442,,USA,ENG,0.00,-85.04,30.66,-85.04,30.66,-85.04,-85.04,30.66,30.66,1342 HWY 69         ,,,,GRAND RIDGE       ,,FL,324423443,,,MARATHON    ,SANGAREE OIL COMPANY,1342 HWY 69         ,GRAND RIDGE       ,FL,324423443,(850) 592-2046,0.00,9.00,328
328,World,M,100.00,A,"410 S Orange Ave, Green Cove Springs, Florida, 32043","410 S Orange Ave, Green Cove Springs, FL, 32043, USA",410 S Orange Ave,PointAddress,,,"410 S Orange Ave, Green Cove Springs, Florida, 32043",,,20.00,,410,,,,R,S,,Orange,Ave,,,,,,,,,410 S Orange Ave,,,,,Green Cove Springs,,Clay,Florida,FL,,,32043,,USA,ENG,0.00,-81.68,29.99,-81.68,29.99,-81.68,-81.68,29.99,29.99,410 S ORANGE AVE    ,,,,GREEN COVE SPRING ,,FL,320434134,,,SHELL       ,SHELL SERVICE STATIO,410 S ORANGE AVE    ,GREEN COVE SPRING ,FL,320434134,(904) 529-7070,2.00,2.00,329
329,World,M,100.00,A,"6482 Forest Hill Blvd, West Palm Beach, Florida, 33415","6482 Forest Hill Blvd, West Palm Beach, FL, 33415, USA",6482 Forest Hill Blvd,PointAddress,,,"6482 Forest Hill Blvd, West Palm Beach, Florida, 33415",,,20.00,,6482,,,,R,,,Forest Hill,Blvd,,,,,,,,,6482 Forest Hill Blvd,,,,,West Palm Beach,Miami-Fort Lauderdale Metro Area,Palm Beach,Florida,FL,,,33415,,USA,ENG,0.00,-80.14,26.65,-80.14,26.65,-80.15,-80.14,26.65,26.65,6482 FOREST HILL BLV,,,,GREENACRES        ,,FL,334156106,,,EXXONMOB    ,FORREST HILL MART   ,6482 FOREST HILL BLV,GREENACRES        ,FL,334156106,(561) 642-5531,0.00,2.00,330
330,World,M,99.90,A,"2741 Placida Rd, Englewood, Florida, 34224","2741 Placida Rd, Englewood, FL, 34224, USA",2741 Placida Rd,PointAddress,,,"2741 Placida Rd, Englewood, Florida, 34224",,,20.00,,2741,,,,R,,,Placida,Rd,,,,,,,,,2741 Placida Rd,,,,,Englewood,,Charlotte,Florida,FL,,,34224,,USA,ENG,0.00,-82.33,26.92,-82.33,26.92,-82.33,-82.33,26.91,26.92,2741 PLACIDA RD     ,,,,GROVE CITY        ,,FL,342245536,,,MARATHON    ,AUTOMATED PETRO ENER,2741 PLACIDA RD     ,GROVE CITY        ,FL,342245536,(941) 828-8818,0.00,18.00,331
331,World,M,95.70,A,"5342 Gulf Breeze Pkwy, Gulf Breeze, Florida, 32563","5342 Gulf Breeze Pkwy, Gulf Breeze, FL, 32563, USA",5342 Gulf Breeze Pkwy,PointAddress,,,"5342 Gulf Breeze Pkwy, Gulf Breeze, Florida, 32563",,,20.00,,5342,,,,L,,,Gulf Breeze,Pkwy,,,,,,,,,5342 Gulf Breeze Pkwy,,,,,Gulf Breeze,,Santa Rosa,Florida,FL,,,32563,,USA,ENG,0.00,-87.00,30.40,-87.00,30.40,-87.00,-87.00,30.40,30.40,5342 GULF BREEZE PKW,,,,GULF BREEZE       ,,FL,325630000,,,CHVRNWF     ,CHEVRON 0378701     ,5342 GULF BREEZE PKW,GULF BREEZE       ,FL,325630000,(850) 862-8590,0.00,2.00,332
332,World,M,95.34,A,"3414 Gulf Breeze Pkwy, Gulf Breeze, Florida, 32563","3414 Gulf Breeze Pkwy, Gulf Breeze, FL, 32563, USA",3414 Gulf Breeze Pkwy,PointAddress,,,"3414 Gulf Breeze Pkwy, Gulf Breeze, Florida, 32563",,,20.00,,3414,,,,L,,,Gulf Breeze,Pkwy,,,,,,,,,3414 Gulf Breeze Pkwy,,,,,Gulf Breeze,,Santa Rosa,Florida,FL,,,32563,,USA,ENG,0.00,-87.08,30.39,-87.08,30.39,-87.08,-87.08,30.39,30.39,3414 GULF BREEZE PKW,,,,GULF BREEZE       ,,FL,32563    ,,,SHELL       ,CIRCLE K STORE 27043,3414 GULF BREEZE PKW,GULF BREEZE       ,FL,32563    ,(888) 888-8888,0.00,3.00,333
333,World,M,98.82,A,"729 Gulf Breeze Pkwy, Gulf Breeze, Florida, 32561","729 Gulf Breeze Pkwy, Gulf Breeze, FL, 32561, USA",729 Gulf Breeze Pkwy,PointAddress,,,"729 Gulf Breeze Pkwy, Gulf Breeze, Florida, 32561",,,20.00,,729,,,,L,,,Gulf Breeze,Pkwy,,,,,,,,,729 Gulf Breeze Pkwy,,,,,Gulf Breeze,,Santa Rosa,Florida,FL,,,32561,,USA,ENG,0.00,-87.17,30.36,-87.17,30.36,-87.17,-87.16,30.36,30.36,729 GULF BREEZE     ,,,,GULF BREEZE       ,,FL,32561    ,,,DIAMOND     ,GULF 116 COAST PETRL,729 GULF BREEZE     ,GULF BREEZE       ,FL,32561    ,(850) 934-8549,0.00,6.00,334
334,World,M,95.70,A,"2967 Gulf Breeze Pkwy, Gulf Breeze, Florida, 32563","2967 Gulf Breeze Pkwy, Gulf Breeze, FL, 32563, USA",2967 Gulf Breeze Pkwy,PointAddress,,,"2967 Gulf Breeze Pkwy, Gulf Breeze, Florida, 32563",,,20.00,,2967,,,,R,,,Gulf Breeze,Pkwy,,,,,,,,,2967 Gulf Breeze Pkwy,,,,,Gulf Breeze,,Santa Rosa,Florida,FL,,,32563,,USA,ENG,0.00,-87.10,30.38,-87.10,30.38,-87.10,-87.10,30.38,30.39,2967 GULF BREEZE PAR,,,,GULF BREEZE       ,,FL,325633147,,,EXXONMOB    ,GULF BREEZE FOOD MAR,2967 GULF BREEZE PAR,GULF BREEZE       ,FL,325633147,(850) 476-5133,0.00,2.00,335
335,World,M,100.00,A,"3789 Gulf Breeze Pkwy, Gulf Breeze, Florida, 32563","3789 Gulf Breeze Pkwy, Gulf Breeze, FL, 32563, USA",3789 Gulf Breeze Pkwy,PointAddress,,,"3789 Gulf Breeze Pkwy, Gulf Breeze, Florida, 32563",,,20.00,,3789,,,,R,,,Gulf Breeze,Pkwy,,,,,,,,,3789 Gulf Breeze Pkwy,,,,,Gulf Breeze,,Santa Rosa,Florida,FL,,,32563,,USA,ENG,0.00,-87.07,30.39,-87.07,30.39,-87.07,-87.06,30.39,30.39,3789 GULF BREEZE PKY,,,,GULF BREEZE       ,,FL,32563    ,,,MURPHY USA  ,MURPHY 6741 ATWALMRT,3789 GULF BREEZE PKY,GULF BREEZE       ,FL,32563    ,(870) 881-6817,0.00,9.00,336
336,World,M,98.04,A,"220 Gulf Breeze Pkwy, Gulf Breeze, Florida, 32561","220 Gulf Breeze Pkwy, Gulf Breeze, FL, 32561, USA",220 Gulf Breeze Pkwy,PointAddress,,,"220 Gulf Breeze Pkwy, Gulf Breeze, Florida, 32561",,,20.00,,220,,,,R,,,Gulf Breeze,Pkwy,,,,,,,,,220 Gulf Breeze Pkwy,,,,,Gulf Breeze,,Santa Rosa,Florida,FL,,,32561,,USA,ENG,0.00,-87.17,30.37,-87.17,30.37,-87.17,-87.17,30.37,30.37,220 GULF BREEZE PARK,,,,GULF BREEZE       ,,FL,325610000,,,CHVRNWF     ,TEXACO 0303794      ,220 GULF BREEZE PARK,GULF BREEZE       ,FL,325610000,(850) 203-1358,0.00,4.00,337
337,World,M,84.31,A,"4991 Gulf Breeze Pkwy, Gulf Breeze, Florida, 32563","4991 Gulf Breeze Pkwy, Gulf Breeze, FL, 32563, USA",4991 Gulf Breeze Pkwy,PointAddress,,,"4991 Gulf Breeze Pkwy, Gulf Breeze, Florida, 32563",,,20.00,,4991,,,,R,,,Gulf Breeze,Pkwy,,,,,,,,,4991 Gulf Breeze Pkwy,,,,,Gulf Breeze,,Santa Rosa,Florida,FL,,,32563,,USA,ENG,0.00,-87.01,30.40,-87.01,30.40,-87.02,-87.01,30.40,30.40,4991 GULF BREEZE PKW,,,,GULF BREEZE       ,,FL,32562    ,,,CITGO       ,TOM THUMB 140       ,4991 GULF BREEZE PKW,GULF BREEZE       ,FL,32562    ,(850) 916-2507,0.00,16.00,338
338,World,M,94.83,A,"102 N Main St, Havana, Florida, 32333","102 N Main St, Havana, FL, 32333, USA",102 N Main St,StreetAddress,,,"102 N Main St, Havana, Florida, 32333",,,20.00,,102,100,138,100-138,L,N,,Main,St,,,,,,,,,102 N Main St,,,,,Havana,,Gadsden,Florida,FL,,,32333,,USA,ENG,0.00,-84.42,30.62,-84.42,30.62,-84.42,-84.41,30.62,30.63,102 NORTH MAIN STREE,,,,HAVANA            ,,FL,323331649,,,SHELL       ,HINSON OIL CO INC   ,102 NORTH MAIN STREE,HAVANA            ,FL,323331649,(850) 539-4464,0.00,7.00,339
339,World,M,100.00,A,"208 S Main St, Havana, Florida, 32333","208 S Main St, Havana, FL, 32333, USA",208 S Main St,StreetAddress,,,"208 S Main St, Havana, Florida, 32333",,,20.00,,208,256,208,208-256,L,S,,Main,St,,,,,,,,,208 S Main St,,,,,Havana,,Gadsden,Florida,FL,,,32333,,USA,ENG,0.00,-84.42,30.62,-84.42,30.62,-84.42,-84.41,30.62,30.62,208 S MAIN ST       ,,,,HAVANA            ,,FL,32333    ,,,DIAMOND     ,VALERO 4712         ,208 S MAIN ST       ,HAVANA            ,FL,32333    ,(850) 539-7007,0.00,5.00,340
340,World,M,100.00,A,"5615 SE US Highway 301, Hawthorne, Florida, 32640","5615 SE US Highway 301, Hawthorne, FL, 32640, USA",5615 SE US Highway 301,StreetAddress,,,"5615 SE US Highway 301, Hawthorne, Florida, 32640",,,20.00,,5615,5699,5501,5501-5699,R,SE,,US Highway 301,,,,,,,,,,5615 SE US Highway 301,,,,,Hawthorne,,Alachua,Florida,FL,,,32640,,USA,ENG,0.00,-82.09,29.60,-82.09,29.60,-82.09,-82.09,29.60,29.60,5615 SE US HWY 301  ,,,,HAWTHORNE         ,,FL,32640    ,,,LOVES       ,LOVES TRAVEL 620    ,5615 SE US HWY 301  ,HAWTHORNE         ,FL,32640    ,(352) 481-0170,0.00,22.00,341
